track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
some broken hearts never mend,don williams,0.622,0.466,9.0,-14.558,1.0,0.0257,0.868,0.888,0.108,0.71,97.583,audio_features,6J4Y8Wvb631w5UVxa1xX8T,spotify:track:6J4Y8Wvb631w5UVxa1xX8T,https://api.spotify.com/v1/tracks/6J4Y8Wvb631w5UVxa1xX8T,https://api.spotify.com/v1/audio-analysis/6J4Y8Wvb631w5UVxa1xX8T,170800.0,4.0
jerry was a race car driver,primus,0.508,0.887,1.0,-12.377,0.0,0.0661,0.0099,0.392,0.345,0.724,122.655,audio_features,19C0LKY3DCcQtuviPJNy5d,spotify:track:19C0LKY3DCcQtuviPJNy5d,https://api.spotify.com/v1/tracks/19C0LKY3DCcQtuviPJNy5d,https://api.spotify.com/v1/audio-analysis/19C0LKY3DCcQtuviPJNy5d,190840.0,4.0
claire's song,yellowjackets,0.459,0.543,5.0,-15.01,1.0,0.0786,0.186,7.07e-05,0.965,0.502,139.556,audio_features,5YKltAnXR4txAAS1A7tKob,spotify:track:5YKltAnXR4txAAS1A7tKob,https://api.spotify.com/v1/tracks/5YKltAnXR4txAAS1A7tKob,https://api.spotify.com/v1/audio-analysis/5YKltAnXR4txAAS1A7tKob,461040.0,4.0
hummingbirds,love,0.646,0.19,7.0,-20.456,1.0,0.0444,0.672,0.725,0.206,0.484,110.695,audio_features,5eTdFMC5VJGvIvFmpMouX0,spotify:track:5eTdFMC5VJGvIvFmpMouX0,https://api.spotify.com/v1/tracks/5eTdFMC5VJGvIvFmpMouX0,https://api.spotify.com/v1/audio-analysis/5eTdFMC5VJGvIvFmpMouX0,161000.0,4.0
once in a very blue moon,dolly parton,0.499,0.224,7.0,-13.899,1.0,0.0286,0.644,2.34e-05,0.136,0.101,68.966,audio_features,6FSZ9gzSBpaysNjdnc2lOq,spotify:track:6FSZ9gzSBpaysNjdnc2lOq,https://api.spotify.com/v1/tracks/6FSZ9gzSBpaysNjdnc2lOq,https://api.spotify.com/v1/audio-analysis/6FSZ9gzSBpaysNjdnc2lOq,225093.0,4.0
you really got me,oingo boingo,0.688,0.844,4.0,-12.952,0.0,0.068,0.00604,0.0472,0.131,0.847,158.901,audio_features,1Kifs1uq9kjgXBoXThTU8G,spotify:track:1Kifs1uq9kjgXBoXThTU8G,https://api.spotify.com/v1/tracks/1Kifs1uq9kjgXBoXThTU8G,https://api.spotify.com/v1/audio-analysis/1Kifs1uq9kjgXBoXThTU8G,277267.0,4.0
how high the moon,oscar peterson,0.552,0.107,9.0,-21.512,0.0,0.0475,0.995,0.951,0.123,0.163,149.433,audio_features,41bMgBeBrWQCV65lQe6X6q,spotify:track:41bMgBeBrWQCV65lQe6X6q,https://api.spotify.com/v1/tracks/41bMgBeBrWQCV65lQe6X6q,https://api.spotify.com/v1/audio-analysis/41bMgBeBrWQCV65lQe6X6q,177387.0,4.0
blow wind blow,muddy waters,0.623,0.705,0.0,-12.13,1.0,0.0385,0.991,0.833,0.384,0.826,107.651,audio_features,06rRqC9plPGW7eApajEF9T,spotify:track:06rRqC9plPGW7eApajEF9T,https://api.spotify.com/v1/tracks/06rRqC9plPGW7eApajEF9T,https://api.spotify.com/v1/audio-analysis/06rRqC9plPGW7eApajEF9T,191800.0,4.0
white light,gene clark,0.434,0.505,4.0,-8.945,1.0,0.0295,0.428,2.62e-05,0.0683,0.721,81.129,audio_features,2RHeXAFYmMPQ7dcY1T2fmu,spotify:track:2RHeXAFYmMPQ7dcY1T2fmu,https://api.spotify.com/v1/tracks/2RHeXAFYmMPQ7dcY1T2fmu,https://api.spotify.com/v1/audio-analysis/2RHeXAFYmMPQ7dcY1T2fmu,217933.0,3.0
on my own,dead moon,0.482,0.862,9.0,-6.037,0.0,0.0353,0.00508,0.818,0.0962,0.909,149.382,audio_features,7JdgDiAQxupg5nucbDIhox,spotify:track:7JdgDiAQxupg5nucbDIhox,https://api.spotify.com/v1/tracks/7JdgDiAQxupg5nucbDIhox,https://api.spotify.com/v1/audio-analysis/7JdgDiAQxupg5nucbDIhox,159884.0,4.0
the difference between us,the dead weather,0.33,0.98,9.0,-2.043,1.0,0.127,0.00835,0.0,0.81,0.202,117.249,audio_features,31rLTmedDW4HwiK2vJJszK,spotify:track:31rLTmedDW4HwiK2vJJszK,https://api.spotify.com/v1/tracks/31rLTmedDW4HwiK2vJJszK,https://api.spotify.com/v1/audio-analysis/31rLTmedDW4HwiK2vJJszK,217320.0,4.0
get at me,remy ma,0.701,0.927,6.0,-5.685,0.0,0.316,0.00654,0.0,0.161,0.611,97.952,audio_features,6GBcX04loKyCkSDQH4HqyO,spotify:track:6GBcX04loKyCkSDQH4HqyO,https://api.spotify.com/v1/tracks/6GBcX04loKyCkSDQH4HqyO,https://api.spotify.com/v1/audio-analysis/6GBcX04loKyCkSDQH4HqyO,138480.0,4.0
replay,zendaya,0.688,0.723,6.0,-6.682,0.0,0.121,0.0416,0.0002,0.302,0.618,140.023,audio_features,7d1CFwrBmH34gmS0Hkbfbt,spotify:track:7d1CFwrBmH34gmS0Hkbfbt,https://api.spotify.com/v1/tracks/7d1CFwrBmH34gmS0Hkbfbt,https://api.spotify.com/v1/audio-analysis/7d1CFwrBmH34gmS0Hkbfbt,209187.0,4.0
long hot summer day,turnpike troubadours,0.476,0.652,9.0,-5.783,1.0,0.0277,0.0981,0.0,0.0923,0.557,145.356,audio_features,0kOG4bwpKgRlcJw1NA6csR,spotify:track:0kOG4bwpKgRlcJw1NA6csR,https://api.spotify.com/v1/tracks/0kOG4bwpKgRlcJw1NA6csR,https://api.spotify.com/v1/audio-analysis/0kOG4bwpKgRlcJw1NA6csR,252480.0,4.0
this is why i'm hot,mims,0.621,0.6,8.0,-6.349,1.0,0.576,0.277,0.0,0.495,0.485,80.021,audio_features,0AA6zq5ArZ1sSH7VIMi4NK,spotify:track:0AA6zq5ArZ1sSH7VIMi4NK,https://api.spotify.com/v1/tracks/0AA6zq5ArZ1sSH7VIMi4NK,https://api.spotify.com/v1/audio-analysis/0AA6zq5ArZ1sSH7VIMi4NK,253707.0,4.0
bury my body,the animals,0.423,0.736,5.0,-5.659,1.0,0.0305,0.123,0.0,0.373,0.808,128.814,audio_features,5NBgkmxyxXPE1BA0UhO8ri,spotify:track:5NBgkmxyxXPE1BA0UhO8ri,https://api.spotify.com/v1/tracks/5NBgkmxyxXPE1BA0UhO8ri,https://api.spotify.com/v1/audio-analysis/5NBgkmxyxXPE1BA0UhO8ri,171987.0,4.0
pimpin',tony yayo,0.823,0.725,10.0,-3.426,0.0,0.22,0.0506,0.0,0.19,0.808,95.047,audio_features,27EF60TsQ7BkTPrq2uMRxV,spotify:track:27EF60TsQ7BkTPrq2uMRxV,https://api.spotify.com/v1/tracks/27EF60TsQ7BkTPrq2uMRxV,https://api.spotify.com/v1/audio-analysis/27EF60TsQ7BkTPrq2uMRxV,186240.0,4.0
get the message,electronic,0.699,0.916,7.0,-5.098,1.0,0.0291,0.00777,0.713,0.123,0.937,108.29,audio_features,1uRxgTtpCi8dx5G6s9EJgp,spotify:track:1uRxgTtpCi8dx5G6s9EJgp,https://api.spotify.com/v1/tracks/1uRxgTtpCi8dx5G6s9EJgp,https://api.spotify.com/v1/audio-analysis/1uRxgTtpCi8dx5G6s9EJgp,231107.0,4.0
bumping and boring,the gladiators,0.808,0.667,7.0,-10.114,0.0,0.105,0.0273,0.000127,0.3,0.933,147.842,audio_features,3lwehYn3xH4JnZdjp4zftK,spotify:track:3lwehYn3xH4JnZdjp4zftK,https://api.spotify.com/v1/tracks/3lwehYn3xH4JnZdjp4zftK,https://api.spotify.com/v1/audio-analysis/3lwehYn3xH4JnZdjp4zftK,208194.0,4.0
tukani (monday is grey),the cleaners from venus,0.626,0.653,9.0,-7.346,1.0,0.116,0.0308,0.0915,0.103,0.283,139.551,audio_features,1pyWBXRp3yxygdYW4nnyzj,spotify:track:1pyWBXRp3yxygdYW4nnyzj,https://api.spotify.com/v1/tracks/1pyWBXRp3yxygdYW4nnyzj,https://api.spotify.com/v1/audio-analysis/1pyWBXRp3yxygdYW4nnyzj,329173.0,4.0
i lived,onerepublic,0.599,0.854,9.0,-5.429,1.0,0.0436,0.0746,0.0,0.278,0.311,119.986,audio_features,7D49Iig0avHre9RFSUMkd2,spotify:track:7D49Iig0avHre9RFSUMkd2,https://api.spotify.com/v1/tracks/7D49Iig0avHre9RFSUMkd2,https://api.spotify.com/v1/audio-analysis/7D49Iig0avHre9RFSUMkd2,234547.0,4.0
fly me to the moon,brenda lee,0.252,0.155,8.0,-11.684,1.0,0.0297,0.864,4.34e-06,0.158,0.144,74.292,audio_features,6mDWosyeNQErrIaVoxcWjo,spotify:track:6mDWosyeNQErrIaVoxcWjo,https://api.spotify.com/v1/tracks/6mDWosyeNQErrIaVoxcWjo,https://api.spotify.com/v1/audio-analysis/6mDWosyeNQErrIaVoxcWjo,142920.0,3.0
fool for you,the impressions,0.457,0.655,3.0,-7.693,0.0,0.0482,0.0561,0.0,0.505,0.527,80.941,audio_features,7ppPgpUdNPbHhuqYwN2SXu,spotify:track:7ppPgpUdNPbHhuqYwN2SXu,https://api.spotify.com/v1/tracks/7ppPgpUdNPbHhuqYwN2SXu,https://api.spotify.com/v1/audio-analysis/7ppPgpUdNPbHhuqYwN2SXu,172813.0,4.0
bad habit,the offspring,0.354,0.73,2.0,-7.581,1.0,0.0791,0.0251,0.0,0.106,0.383,148.08,audio_features,5tFzUj1jV09bo4wBQWSbDl,spotify:track:5tFzUj1jV09bo4wBQWSbDl,https://api.spotify.com/v1/tracks/5tFzUj1jV09bo4wBQWSbDl,https://api.spotify.com/v1/audio-analysis/5tFzUj1jV09bo4wBQWSbDl,223907.0,4.0
all night long,rainbow,0.571,0.945,7.0,-6.346,0.0,0.0461,0.0518,7.75e-05,0.793,0.772,128.166,audio_features,2BlLttMcD1dSH4Jv2wjWLp,spotify:track:2BlLttMcD1dSH4Jv2wjWLp,https://api.spotify.com/v1/tracks/2BlLttMcD1dSH4Jv2wjWLp,https://api.spotify.com/v1/audio-analysis/2BlLttMcD1dSH4Jv2wjWLp,230533.0,4.0
a dream,david axelrod,0.398,0.121,5.0,-17.689,1.0,0.0422,0.456,0.667,0.0959,0.091,101.137,audio_features,1xxNAeR43Hs4gAl0UnYugu,spotify:track:1xxNAeR43Hs4gAl0UnYugu,https://api.spotify.com/v1/tracks/1xxNAeR43Hs4gAl0UnYugu,https://api.spotify.com/v1/audio-analysis/1xxNAeR43Hs4gAl0UnYugu,153253.0,4.0
this love,pantera,0.402,0.73,6.0,-9.327,1.0,0.0455,0.000312,0.323,0.103,0.296,104.527,audio_features,0Yfpc5zHc9pElVCQ1bPlF4,spotify:track:0Yfpc5zHc9pElVCQ1bPlF4,https://api.spotify.com/v1/tracks/0Yfpc5zHc9pElVCQ1bPlF4,https://api.spotify.com/v1/audio-analysis/0Yfpc5zHc9pElVCQ1bPlF4,393706.0,4.0
the song is ended,louis armstrong,0.636,0.16,2.0,-12.617,1.0,0.126,0.97,0.03,0.0966,0.542,71.294,audio_features,0vgIZbbxlz6qgWxAFO8xjb,spotify:track:0vgIZbbxlz6qgWxAFO8xjb,https://api.spotify.com/v1/tracks/0vgIZbbxlz6qgWxAFO8xjb,https://api.spotify.com/v1/audio-analysis/0vgIZbbxlz6qgWxAFO8xjb,190414.0,4.0
my adobe hacienda,bob wills,0.341,0.378,0.0,-14.493,1.0,0.0363,0.665,8.24e-05,0.33,0.654,131.102,audio_features,63xxuu8o1b1l1epo3JaJB1,spotify:track:63xxuu8o1b1l1epo3JaJB1,https://api.spotify.com/v1/tracks/63xxuu8o1b1l1epo3JaJB1,https://api.spotify.com/v1/audio-analysis/63xxuu8o1b1l1epo3JaJB1,130760.0,4.0
blame it on texas,mark chesnutt,0.512,0.639,9.0,-11.483,1.0,0.0308,0.06,0.0,0.105,0.782,155.411,audio_features,4sIrP85JzNsDMAtQmusMWG,spotify:track:4sIrP85JzNsDMAtQmusMWG,https://api.spotify.com/v1/tracks/4sIrP85JzNsDMAtQmusMWG,https://api.spotify.com/v1/audio-analysis/4sIrP85JzNsDMAtQmusMWG,171360.0,4.0
some heads are gonna roll,judas priest,0.423,0.807,6.0,-5.16,0.0,0.0468,0.00047,0.00126,0.617,0.267,122.874,audio_features,4vWdaYRTWwZSmFPv9MffcS,spotify:track:4vWdaYRTWwZSmFPv9MffcS,https://api.spotify.com/v1/tracks/4vWdaYRTWwZSmFPv9MffcS,https://api.spotify.com/v1/audio-analysis/4vWdaYRTWwZSmFPv9MffcS,247667.0,4.0
my heroine,silverstein,0.412,0.823,4.0,-2.572,0.0,0.0323,9.62e-05,8.25e-05,0.153,0.162,154.115,audio_features,6NDoBIaqTHdcudaR8RDJNw,spotify:track:6NDoBIaqTHdcudaR8RDJNw,https://api.spotify.com/v1/tracks/6NDoBIaqTHdcudaR8RDJNw,https://api.spotify.com/v1/audio-analysis/6NDoBIaqTHdcudaR8RDJNw,207587.0,4.0
right here waiting,richard marx,0.395,0.252,0.0,-13.589,1.0,0.0301,0.8,0.0,0.101,0.126,177.679,audio_features,4LFwNJWoj74Yd71fIr1W8x,spotify:track:4LFwNJWoj74Yd71fIr1W8x,https://api.spotify.com/v1/tracks/4LFwNJWoj74Yd71fIr1W8x,https://api.spotify.com/v1/audio-analysis/4LFwNJWoj74Yd71fIr1W8x,264333.0,4.0
buried in blue,"harry connick, jr.",0.186,0.0238,0.0,-24.374,0.0,0.0366,0.867,0.000211,0.0753,0.0372,80.792,audio_features,009n0zqtbcRTL7T4TiGf41,spotify:track:009n0zqtbcRTL7T4TiGf41,https://api.spotify.com/v1/tracks/009n0zqtbcRTL7T4TiGf41,https://api.spotify.com/v1/audio-analysis/009n0zqtbcRTL7T4TiGf41,414827.0,1.0
let me down easy,johnny cash,0.58,0.401,8.0,-8.173,1.0,0.0331,0.869,0.000643,0.107,0.794,135.237,audio_features,41xaFzQ5PvNnACNSM8Ulhx,spotify:track:41xaFzQ5PvNnACNSM8Ulhx,https://api.spotify.com/v1/tracks/41xaFzQ5PvNnACNSM8Ulhx,https://api.spotify.com/v1/audio-analysis/41xaFzQ5PvNnACNSM8Ulhx,105947.0,4.0
downside of growing up,maddie & tae,0.473,0.757,3.0,-3.293,1.0,0.0322,0.297,0.0,0.22,0.544,76.216,audio_features,1VMm5rgAijgUtzq8ZZWEKl,spotify:track:1VMm5rgAijgUtzq8ZZWEKl,https://api.spotify.com/v1/tracks/1VMm5rgAijgUtzq8ZZWEKl,https://api.spotify.com/v1/audio-analysis/1VMm5rgAijgUtzq8ZZWEKl,208200.0,1.0
best thing that ever happened to me,gladys knight & the pips,0.352,0.545,1.0,-11.939,0.0,0.0871,0.309,0.0563,0.106,0.459,189.498,audio_features,0bYwN4LqZYLfs9ZEHPXjBC,spotify:track:0bYwN4LqZYLfs9ZEHPXjBC,https://api.spotify.com/v1/tracks/0bYwN4LqZYLfs9ZEHPXjBC,https://api.spotify.com/v1/audio-analysis/0bYwN4LqZYLfs9ZEHPXjBC,224987.0,4.0
remember the heroes,sammy hagar,0.545,0.483,6.0,-11.161,0.0,0.0337,0.0177,0.00123,0.362,0.514,126.819,audio_features,71Ezs8lmP2PHuo7BPpEz3t,spotify:track:71Ezs8lmP2PHuo7BPpEz3t,https://api.spotify.com/v1/tracks/71Ezs8lmP2PHuo7BPpEz3t,https://api.spotify.com/v1/audio-analysis/71Ezs8lmP2PHuo7BPpEz3t,360507.0,4.0
situation,jeff beck,0.503,0.639,11.0,-12.884,1.0,0.0307,0.233,0.118,0.122,0.949,91.396,audio_features,45N3OZJpMPrKgjbAiYMxSl,spotify:track:45N3OZJpMPrKgjbAiYMxSl,https://api.spotify.com/v1/tracks/45N3OZJpMPrKgjbAiYMxSl,https://api.spotify.com/v1/audio-analysis/45N3OZJpMPrKgjbAiYMxSl,328160.0,4.0
imagine,keb' mo',0.564,0.148,9.0,-18.588,1.0,0.0324,0.802,0.0262,0.181,0.284,133.004,audio_features,5xSPuhsTwNoQY1mnYzyvo7,spotify:track:5xSPuhsTwNoQY1mnYzyvo7,https://api.spotify.com/v1/tracks/5xSPuhsTwNoQY1mnYzyvo7,https://api.spotify.com/v1/audio-analysis/5xSPuhsTwNoQY1mnYzyvo7,294773.0,4.0
up in the air,thirty seconds to mars,0.483,0.862,11.0,-3.864,0.0,0.0857,0.00577,0.0,0.227,0.449,124.025,audio_features,0zqwz7SNny9fwqSDpIu4qN,spotify:track:0zqwz7SNny9fwqSDpIu4qN,https://api.spotify.com/v1/tracks/0zqwz7SNny9fwqSDpIu4qN,https://api.spotify.com/v1/audio-analysis/0zqwz7SNny9fwqSDpIu4qN,275787.0,4.0
find us (in the back of the club),the beatnuts,0.825,0.844,1.0,-6.152,1.0,0.262,0.24,0.0,0.35,0.822,94.96,audio_features,6VtY5WnJpl3TlLDsjT5fIq,spotify:track:6VtY5WnJpl3TlLDsjT5fIq,https://api.spotify.com/v1/tracks/6VtY5WnJpl3TlLDsjT5fIq,https://api.spotify.com/v1/audio-analysis/6VtY5WnJpl3TlLDsjT5fIq,194093.0,4.0
space song,beach house,0.508,0.792,0.0,-7.311,0.0,0.0297,0.229,0.124,0.145,0.601,147.067,audio_features,7H0ya83CMmgFcOhw0UB6ow,spotify:track:7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/tracks/7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/audio-analysis/7H0ya83CMmgFcOhw0UB6ow,320467.0,4.0
give a damn,"hank williams, jr.",0.718,0.693,7.0,-10.202,1.0,0.0322,0.411,0.0,0.115,0.894,115.465,audio_features,2SFGCYpjUttpEwWiInreFg,spotify:track:2SFGCYpjUttpEwWiInreFg,https://api.spotify.com/v1/tracks/2SFGCYpjUttpEwWiInreFg,https://api.spotify.com/v1/audio-analysis/2SFGCYpjUttpEwWiInreFg,155040.0,3.0
stop the hate,clinton fearon,0.925,0.43,5.0,-8.897,0.0,0.0522,0.153,3.32e-05,0.12,0.818,132.378,audio_features,0hDtDAEkElUlRYis7NuIWa,spotify:track:0hDtDAEkElUlRYis7NuIWa,https://api.spotify.com/v1/tracks/0hDtDAEkElUlRYis7NuIWa,https://api.spotify.com/v1/audio-analysis/0hDtDAEkElUlRYis7NuIWa,386840.0,4.0
when i fall,steve earle,0.466,0.679,9.0,-6.062,1.0,0.0273,7.94e-05,3.52e-06,0.176,0.581,115.089,audio_features,4t0JQ68Fha6xsR2gjAESZv,spotify:track:4t0JQ68Fha6xsR2gjAESZv,https://api.spotify.com/v1/tracks/4t0JQ68Fha6xsR2gjAESZv,https://api.spotify.com/v1/audio-analysis/4t0JQ68Fha6xsR2gjAESZv,274653.0,4.0
the fight song,supersuckers,0.242,0.839,1.0,-3.985,1.0,0.0509,0.000208,7.5e-06,0.31,0.474,136.827,audio_features,4NquUZGGm1HGIB7y8jRdxv,spotify:track:4NquUZGGm1HGIB7y8jRdxv,https://api.spotify.com/v1/tracks/4NquUZGGm1HGIB7y8jRdxv,https://api.spotify.com/v1/audio-analysis/4NquUZGGm1HGIB7y8jRdxv,220000.0,4.0
the executioner,the black angels,0.272,0.655,5.0,-6.442,0.0,0.0393,0.00395,0.00547,0.156,0.11,154.173,audio_features,67st1xo88lE2buPzGCFW0X,spotify:track:67st1xo88lE2buPzGCFW0X,https://api.spotify.com/v1/tracks/67st1xo88lE2buPzGCFW0X,https://api.spotify.com/v1/audio-analysis/67st1xo88lE2buPzGCFW0X,215080.0,4.0
narcolepsy,third eye blind,0.381,0.786,9.0,-7.596,1.0,0.0459,0.00072,1.16e-05,0.256,0.231,138.803,audio_features,0DxirjMd0sE5C1annYHtt7,spotify:track:0DxirjMd0sE5C1annYHtt7,https://api.spotify.com/v1/tracks/0DxirjMd0sE5C1annYHtt7,https://api.spotify.com/v1/audio-analysis/0DxirjMd0sE5C1annYHtt7,228453.0,4.0
rockin' all night,ritchie valens,0.548,0.747,9.0,-8.401,1.0,0.037,0.843,0.00156,0.118,0.771,84.823,audio_features,29fYdYrLsmhvnz7krXGCBf,spotify:track:29fYdYrLsmhvnz7krXGCBf,https://api.spotify.com/v1/tracks/29fYdYrLsmhvnz7krXGCBf,https://api.spotify.com/v1/audio-analysis/29fYdYrLsmhvnz7krXGCBf,139160.0,4.0
sleeping bag,zz top,0.62,0.688,7.0,-12.892,1.0,0.0435,0.00181,0.00482,0.0464,0.793,112.122,audio_features,1ESuT2y9AKu1zMdxq47qW5,spotify:track:1ESuT2y9AKu1zMdxq47qW5,https://api.spotify.com/v1/tracks/1ESuT2y9AKu1zMdxq47qW5,https://api.spotify.com/v1/audio-analysis/1ESuT2y9AKu1zMdxq47qW5,242333.0,4.0
hey hey hey,uncle kracker,0.537,0.868,6.0,-3.632,1.0,0.036,0.000808,0.0,0.177,0.69,116.982,audio_features,19mWzZZdEwzVTbagLVuTgn,spotify:track:19mWzZZdEwzVTbagLVuTgn,https://api.spotify.com/v1/tracks/19mWzZZdEwzVTbagLVuTgn,https://api.spotify.com/v1/audio-analysis/19mWzZZdEwzVTbagLVuTgn,208707.0,4.0
winter time,steve miller band,0.392,0.389,10.0,-17.604,0.0,0.0422,0.497,0.702,0.297,0.251,103.659,audio_features,4yQCgQVUIRBUnLdmXtZ0bo,spotify:track:4yQCgQVUIRBUnLdmXtZ0bo,https://api.spotify.com/v1/tracks/4yQCgQVUIRBUnLdmXtZ0bo,https://api.spotify.com/v1/audio-analysis/4yQCgQVUIRBUnLdmXtZ0bo,192227.0,4.0
basketball,bow wow,0.881,0.779,7.0,-5.242,0.0,0.139,0.055,0.0,0.281,0.736,107.726,audio_features,2SrXt0JJEX9PfVSZuJ6dqg,spotify:track:2SrXt0JJEX9PfVSZuJ6dqg,https://api.spotify.com/v1/tracks/2SrXt0JJEX9PfVSZuJ6dqg,https://api.spotify.com/v1/audio-analysis/2SrXt0JJEX9PfVSZuJ6dqg,198373.0,4.0
tonight,andy williams,0.346,0.232,8.0,-14.898,1.0,0.0315,0.774,0.0,0.104,0.253,111.548,audio_features,5cQismQkMmGnQZIpMJtYjq,spotify:track:5cQismQkMmGnQZIpMJtYjq,https://api.spotify.com/v1/tracks/5cQismQkMmGnQZIpMJtYjq,https://api.spotify.com/v1/audio-analysis/5cQismQkMmGnQZIpMJtYjq,154040.0,4.0
and the hero will drown,story of the year,0.433,0.985,4.0,-3.358,0.0,0.242,0.000687,0.0,0.403,0.327,100.223,audio_features,3WsgkhWH001sMkbZVcjreS,spotify:track:3WsgkhWH001sMkbZVcjreS,https://api.spotify.com/v1/tracks/3WsgkhWH001sMkbZVcjreS,https://api.spotify.com/v1/audio-analysis/3WsgkhWH001sMkbZVcjreS,193107.0,4.0
"gone, gone, gone",the everly brothers,0.627,0.757,11.0,-11.395,1.0,0.0305,0.211,6.48e-06,0.0863,0.802,98.399,audio_features,5n3JbZGmRMc3EOBYhSzIpc,spotify:track:5n3JbZGmRMc3EOBYhSzIpc,https://api.spotify.com/v1/tracks/5n3JbZGmRMc3EOBYhSzIpc,https://api.spotify.com/v1/audio-analysis/5n3JbZGmRMc3EOBYhSzIpc,124000.0,4.0
214,rivermaya,0.537,0.561,4.0,-6.961,0.0,0.0297,0.423,1.64e-06,0.134,0.242,78.13,audio_features,7gZ3kWNtIxFgxjsm5OTVMB,spotify:track:7gZ3kWNtIxFgxjsm5OTVMB,https://api.spotify.com/v1/tracks/7gZ3kWNtIxFgxjsm5OTVMB,https://api.spotify.com/v1/audio-analysis/7gZ3kWNtIxFgxjsm5OTVMB,273200.0,4.0
february seven,the avett brothers,0.512,0.465,4.0,-7.144,1.0,0.0253,0.0591,3.08e-05,0.112,0.267,137.892,audio_features,6B6C1OC9RUvrvBECPWtAZo,spotify:track:6B6C1OC9RUvrvBECPWtAZo,https://api.spotify.com/v1/tracks/6B6C1OC9RUvrvBECPWtAZo,https://api.spotify.com/v1/audio-analysis/6B6C1OC9RUvrvBECPWtAZo,255013.0,4.0
how do you do it?,gerry & the pacemakers,0.617,0.711,9.0,-6.433,1.0,0.0297,0.36,1.59e-06,0.0841,0.963,142.266,audio_features,601a0vnyLYe7pzLKVjKSha,spotify:track:601a0vnyLYe7pzLKVjKSha,https://api.spotify.com/v1/tracks/601a0vnyLYe7pzLKVjKSha,https://api.spotify.com/v1/audio-analysis/601a0vnyLYe7pzLKVjKSha,114987.0,4.0
tabloid junkie,michael jackson,0.814,0.877,1.0,-7.134,0.0,0.153,0.0866,7.62e-05,0.277,0.579,111.179,audio_features,7n6DnNdKKhjyDa1GlGgLeQ,spotify:track:7n6DnNdKKhjyDa1GlGgLeQ,https://api.spotify.com/v1/tracks/7n6DnNdKKhjyDa1GlGgLeQ,https://api.spotify.com/v1/audio-analysis/7n6DnNdKKhjyDa1GlGgLeQ,272707.0,4.0
come down,anthony gomes,0.781,0.564,9.0,-6.685,1.0,0.0271,0.000876,0.00014,0.361,0.809,114.007,audio_features,2YnOLt1ivrKFRZvqa6lv4y,spotify:track:2YnOLt1ivrKFRZvqa6lv4y,https://api.spotify.com/v1/tracks/2YnOLt1ivrKFRZvqa6lv4y,https://api.spotify.com/v1/audio-analysis/2YnOLt1ivrKFRZvqa6lv4y,274490.0,4.0
from day to day,gene chandler,0.678,0.348,0.0,-11.832,1.0,0.0351,0.572,5.92e-06,0.0865,0.698,134.865,audio_features,3urW3OOT3BdpshkYaUgmlZ,spotify:track:3urW3OOT3BdpshkYaUgmlZ,https://api.spotify.com/v1/tracks/3urW3OOT3BdpshkYaUgmlZ,https://api.spotify.com/v1/audio-analysis/3urW3OOT3BdpshkYaUgmlZ,156444.0,4.0
either or either,patra,0.854,0.717,1.0,-6.775,1.0,0.0957,0.234,0.0,0.128,0.721,92.999,audio_features,07TLKRqr5Z3T4RKPvMbg5d,spotify:track:07TLKRqr5Z3T4RKPvMbg5d,https://api.spotify.com/v1/tracks/07TLKRqr5Z3T4RKPvMbg5d,https://api.spotify.com/v1/audio-analysis/07TLKRqr5Z3T4RKPvMbg5d,240333.0,4.0
cincinnati fireball,johnny burnette,0.689,0.647,3.0,-10.457,1.0,0.0937,0.694,0.0,0.112,0.89,143.564,audio_features,6RuxvmPTNUwqvGdUVdmNFp,spotify:track:6RuxvmPTNUwqvGdUVdmNFp,https://api.spotify.com/v1/tracks/6RuxvmPTNUwqvGdUVdmNFp,https://api.spotify.com/v1/audio-analysis/6RuxvmPTNUwqvGdUVdmNFp,164973.0,4.0
drifting away from you,the drifters,0.568,0.448,7.0,-8.864,0.0,0.0385,0.742,0.0,0.0547,0.48,107.961,audio_features,52ypSjWNhJYHkADoBi0gP7,spotify:track:52ypSjWNhJYHkADoBi0gP7,https://api.spotify.com/v1/tracks/52ypSjWNhJYHkADoBi0gP7,https://api.spotify.com/v1/audio-analysis/52ypSjWNhJYHkADoBi0gP7,129333.0,3.0
jack palance,van dyke parks,0.795,0.332,3.0,-15.489,1.0,0.0552,0.926,0.0,0.323,0.966,99.411,audio_features,03Xz8sQw3kIV2MSXcM35UO,spotify:track:03Xz8sQw3kIV2MSXcM35UO,https://api.spotify.com/v1/tracks/03Xz8sQw3kIV2MSXcM35UO,https://api.spotify.com/v1/audio-analysis/03Xz8sQw3kIV2MSXcM35UO,59240.0,4.0
not fade away,mick fleetwood,0.716,0.643,4.0,-12.642,1.0,0.0534,0.249,0.513,0.112,0.759,99.446,audio_features,1G1OgcGURIWsKRlQibvfAe,spotify:track:1G1OgcGURIWsKRlQibvfAe,https://api.spotify.com/v1/tracks/1G1OgcGURIWsKRlQibvfAe,https://api.spotify.com/v1/audio-analysis/1G1OgcGURIWsKRlQibvfAe,146080.0,4.0
